CustomerID,Recency,Frequency,Monetary,AOV,LTV,Predicted_LTV,Segment
13359.0,64,1,439.56,439.56,439.56,439.6832999999998,Mid-Low
13362.0,9,4,3090.7400000000002,772.6850000000001,3090.7400000000002,3109.8751999999977,High
13363.0,18,2,992.5,496.25,992.5,995.2704999999999,Mid-High
13364.0,71,1,134.95999999999998,134.95999999999998,134.95999999999998,134.89379999999986,Low
13365.0,34,2,2225.37,1112.685,2225.37,2225.8748999999975,High
13366.0,50,1,56.160000000000004,56.160000000000004,56.160000000000004,56.48209999999994,Low
13368.0,257,2,623.4,311.7,623.4,623.018800000001,Mid-Low
13369.0,366,1,308.28000000000003,308.28000000000003,308.28000000000003,308.3680999999998,Mid-Low
13370.0,372,1,754.87,754.87,754.87,754.6709999999999,Mid-High
13372.0,90,1,378.64,378.64,378.64,378.4797999999999,Mid-Low
13373.0,61,3,3312.25,1104.0833333333333,3312.25,3339.259999999999,High
13375.0,89,1,778.65,778.65,778.65,779.0389999999993,Mid-High
13376.0,99,3,1019.76,339.92,1019.76,1017.4033999999991,Mid-High
13379.0,26,3,572.56,190.85333333333332,572.56,572.4743999999995,Mid-Low
13381.0,32,6,3639.31,606.5516666666666,3639.31,3633.022099999998,High
13382.0,281,1,222.99,222.99,222.99,223.21250000000026,Low
13384.0,31,7,4151.93,593.1328571428572,4151.93,4147.356199999997,High
13385.0,330,1,534.57,534.57,534.57,534.6665999999998,Mid-Low
13388.0,131,1,677.1,677.1,677.1,676.3326999999997,Mid-High
13389.0,11,3,797.96,265.9866666666667,797.96,798.8807000000005,Mid-High
13390.0,75,1,544.08,544.08,544.08,544.2418000000007,Mid-Low
13391.0,204,1,59.8,59.8,59.8,59.66340000000001,Low
13394.0,2,8,2520.02,315.0025,2520.02,2520.549600000001,High
13395.0,185,1,307.72,307.72,307.72,307.7496000000001,Mid-Low
13396.0,29,2,1360.99,680.495,1360.99,1356.8434000000018,Mid-High
13397.0,73,5,1544.13,308.826,1544.13,1552.1384,Mid-High
13398.0,192,1,457.34,457.34,457.34,456.9481999999996,Mid-Low
13402.0,127,2,621.23,310.615,621.23,621.543600000001,Mid-Low
13403.0,18,1,75.0,75.0,75.0,74.91539999999998,Low
13404.0,1,2,252.49,126.245,252.49,251.2164,Low
13405.0,74,3,572.451,190.817,572.451,572.6708100000005,Mid-Low
13408.0,2,58,28117.04,484.77655172413796,28117.04,33115.57900000003,High
13410.0,24,5,1003.06,200.612,1003.06,1001.6888999999996,Mid-High
13411.0,107,1,213.55,213.55,213.55,213.62409999999988,Low
13414.0,134,3,1390.5,463.5,1390.5,1391.7887,Mid-High
13416.0,44,2,712.5,356.25,712.5,713.3112999999996,Mid-High
13417.0,5,2,640.83,320.415,640.83,641.2687000000006,Mid-Low
13418.0,12,18,6127.43,340.4127777777778,6127.43,5887.135999999995,High
13419.0,64,1,221.06,221.06,221.06,221.01780000000014,Low
13420.0,150,2,159.85,79.925,159.85,160.21820000000014,Low
13421.0,40,2,1851.08,925.54,1851.08,1853.0189,High
13422.0,64,1,2626.3,2626.3,2626.3,2835.2002999999963,High
13425.0,108,3,1624.21,541.4033333333333,1624.21,1627.363800000001,Mid-High
13426.0,1,10,3641.32,364.132,3641.32,3656.138000000004,High
13427.0,19,3,582.6,194.20000000000002,582.6,585.2943000000007,Mid-Low
13428.0,10,1,218.47,218.47,218.47,218.67390000000012,Low
13429.0,11,4,1006.8,251.7,1006.8,998.3308000000012,Mid-High
13430.0,19,2,679.45,339.725,679.45,678.7820000000006,Mid-High
13431.0,67,2,1269.1,634.55,1269.1,1269.0376000000015,Mid-High
13434.0,74,2,534.24,267.12,534.24,534.2746999999997,Mid-Low
13435.0,5,7,3809.8900000000003,544.2700000000001,3809.8900000000003,3844.248500000005,High
13436.0,2,1,196.89,196.89,196.89,196.9552999999998,Low
13437.0,14,7,3408.06,486.86571428571426,3408.06,3406.610099999999,High
13439.0,255,1,283.71,283.71,283.71,283.6302999999996,Low
13441.0,92,1,296.64,296.64,296.64,296.64889999999957,Low
13447.0,23,3,1129.14,376.38000000000005,1129.14,1128.8450999999993,Mid-High
13448.0,17,6,3539.37,589.895,3539.37,3541.7171000000003,High
13449.0,24,1,291.88,291.88,291.88,291.9661000000001,Low
13450.0,27,6,2043.7199999999998,340.61999999999995,2043.7199999999998,2045.6027000000008,High
13451.0,26,5,2976.15,595.23,2976.15,2976.256799999999,High
13452.0,259,2,590.0,295.0,590.0,589.6554999999998,Mid-Low
13453.0,166,2,356.97999999999996,178.48999999999998,356.97999999999996,356.8731,Mid-Low
13455.0,25,2,1058.34,529.17,1058.34,1058.1727999999985,Mid-High
13456.0,18,6,1766.72,294.4533333333333,1766.72,1764.6073000000004,High
13458.0,7,14,9646.57,689.0407142857142,9646.57,9494.589500000002,High
13460.0,29,2,183.44,91.72,183.44,183.56570000000008,Low
13461.0,39,3,1445.0,481.6666666666667,1445.0,1443.7227000000005,Mid-High
13462.0,253,1,151.5,151.5,151.5,151.379,Low
13464.0,58,1,674.68,674.68,674.68,674.95,Mid-High
13466.0,184,1,307.9,307.9,307.9,307.8444000000004,Mid-Low
13467.0,11,2,1083.71,541.855,1083.71,1083.682600000001,Mid-High
13468.0,2,37,5704.97,154.1883783783784,5704.97,6082.089599999993,High
13470.0,99,2,165.0,82.5,165.0,164.50750000000008,Low
13471.0,1,4,2531.58,632.895,2531.58,2550.153300000005,High
13473.0,61,2,422.64,211.32,422.64,422.81849999999974,Mid-Low
13474.0,236,1,229.59,229.59,229.59,229.4231000000001,Low
13475.0,191,4,1431.78,357.945,1431.78,1432.9863999999989,Mid-High
13476.0,179,2,1238.47,619.235,1238.47,1239.123100000001,Mid-High
13477.0,38,6,1454.58,242.42999999999998,1454.58,1463.0322,Mid-High
13479.0,201,2,300.95,150.475,300.95,300.9096000000002,Low
13481.0,46,5,1804.56,360.912,1804.56,1803.4655000000002,High
13482.0,232,1,184.64,184.64,184.64,184.55579999999975,Low
13483.0,66,1,140.34,140.34,140.34,140.2908000000001,Low
13484.0,241,1,313.8,313.8,313.8,313.79169999999965,Mid-Low
13485.0,233,1,454.24,454.24,454.24,454.35060000000004,Mid-Low
13486.0,78,3,1122.41,374.1366666666667,1122.41,1122.1115000000013,Mid-High
13487.0,58,3,575.4,191.79999999999998,575.4,575.5042100000007,Mid-Low
13488.0,17,13,8968.31,689.87,8968.31,8960.768000000018,High
13489.0,105,4,449.52,112.38,449.52,450.8218999999997,Mid-Low
13491.0,52,10,1215.82,121.582,1215.82,1227.5518000000025,Mid-High
13492.0,136,3,1269.84,423.28,1269.84,1269.4677999999988,Mid-High
13493.0,275,2,618.63,309.315,618.63,617.5699999999998,Mid-Low
13494.0,312,1,316.26000000000005,316.26000000000005,316.26000000000005,316.63010000000025,Mid-Low
13495.0,8,5,2044.8700000000001,408.97400000000005,2044.8700000000001,2042.8413999999998,High
13496.0,11,2,653.33,326.665,653.33,653.5726000000006,Mid-Low
13497.0,283,2,348.05,174.025,348.05,347.6772999999996,Mid-Low
13499.0,18,5,1159.11,231.82199999999997,1159.11,1158.7750000000003,Mid-High
13500.0,23,3,1166.77,388.92333333333335,1166.77,1167.2730000000015,Mid-High
13501.0,288,1,1340.32,1340.32,1340.32,1342.4713000000017,Mid-High
13502.0,17,3,292.0,97.33333333333333,292.0,293.5421,Low
13503.0,71,1,216.85,216.85,216.85,216.8859,Low
13504.0,64,1,295.93,295.93,295.93,296.1609,Low
13505.0,73,4,4393.63,1098.4075,4393.63,4378.249200000004,High
13506.0,316,2,458.52,229.26,458.52,458.21859999999987,Mid-Low
13507.0,3,4,2479.16,619.79,2479.16,2450.7591000000034,High
13508.0,244,1,110.97,110.97,110.97,110.91889999999987,Low
13509.0,9,7,979.72,139.96,979.72,972.7303000000007,Mid-High
13510.0,1,4,1791.56,447.89,1791.56,1789.1200999999987,High
13512.0,261,1,251.21,251.21,251.21,251.2838999999997,Low
13513.0,127,1,205.1,205.1,205.1,205.22459999999992,Low
13514.0,74,1,152.20000000000002,152.20000000000002,152.20000000000002,152.2497000000002,Low
13515.0,73,4,891.12,222.78,891.12,893.8862999999999,Mid-High
13516.0,21,3,1389.41,463.1366666666667,1389.41,1388.9677999999997,Mid-High
13517.0,60,3,2128.42,709.4733333333334,2128.42,2154.1258000000016,High
13518.0,86,1,659.4399999999999,659.4399999999999,659.4399999999999,658.0349000000003,Mid-Low
13519.0,78,1,122.75,122.75,122.75,122.72150000000002,Low
13520.0,59,6,3624.35,604.0583333333333,3624.35,3623.797699999997,High
13521.0,1,3,1093.65,364.55,1093.65,1093.9290999999992,Mid-High
13522.0,30,1,125.80000000000001,125.80000000000001,125.80000000000001,125.81589999999994,Low
13523.0,33,5,3964.88,792.976,3964.88,4004.9626999999996,High
13524.0,41,5,680.1800000000001,136.036,680.1800000000001,683.5720000000005,Mid-High
13525.0,15,2,628.78,314.39,628.78,629.3195999999992,Mid-Low
13527.0,34,7,2287.51,326.7871428571429,2287.51,2288.624400000003,High
13529.0,79,2,307.76,153.88,307.76,307.26409999999987,Mid-Low
13531.0,205,2,483.8,241.9,483.8,483.4236000000004,Mid-Low
13532.0,34,1,210.31,210.31,210.31,210.2383000000002,Low
13533.0,183,3,270.79,90.26333333333334,270.79,270.14370000000036,Low
13534.0,2,22,5870.08,266.8218181818182,5870.08,5947.579699999999,High
13536.0,1,7,3448.29,492.61285714285714,3448.29,3451.0431999999987,High
13538.0,43,7,1280.85,182.97857142857143,1280.85,1282.2669000000014,Mid-High
13539.0,86,3,631.34,210.4466666666667,631.34,631.2636999999993,Mid-Low
13544.0,40,2,291.41,145.705,291.41,291.1519999999998,Low
13546.0,12,3,626.99,208.99666666666667,626.99,625.3209000000002,Mid-Low
13548.0,96,2,682.41,341.205,682.41,681.7644000000007,Mid-High
13549.0,26,7,918.2,131.17142857142858,918.2,919.3416999999993,Mid-High
13551.0,319,1,91.80000000000001,91.80000000000001,91.80000000000001,91.72540000000005,Low
13552.0,66,12,3740.07,311.6725,3740.07,3727.158200000005,High
13555.0,74,4,4149.28,1037.32,4149.28,4184.350500000007,High
13557.0,28,2,584.06,292.03,584.06,583.8222999999999,Mid-Low
13558.0,6,4,605.06,151.265,605.06,605.7946999999992,Mid-Low
13560.0,7,1,174.37,174.37,174.37,174.3239000000002,Low
13561.0,216,1,141.85999999999999,141.85999999999999,141.85999999999999,141.74250000000004,Low
13562.0,82,3,1799.33,599.7766666666666,1799.33,1786.2819000000004,High
13563.0,84,2,777.53,388.765,777.53,777.4864999999994,Mid-High
13564.0,144,3,1749.02,583.0066666666667,1749.02,1753.470499999998,High
13565.0,19,2,240.22,120.11,240.22,240.27500000000012,Low
13566.0,41,2,874.71,437.355,874.71,873.5579000000002,Mid-High
13568.0,173,1,192.85,192.85,192.85,192.90089999999992,Low
13569.0,17,2,373.75,186.875,373.75,373.5715,Mid-Low
13570.0,243,1,239.49,239.49,239.49,239.28380000000007,Low
13571.0,13,12,2092.32,174.36,2092.32,2167.2025999999996,High
13572.0,206,1,1384.25,1384.25,1384.25,1386.8973999999998,Mid-High
13573.0,50,2,294.4,147.2,294.4,294.08470000000034,Low
13575.0,23,5,732.0699999999999,146.414,732.0699999999999,733.2566000000002,Mid-High
13576.0,10,18,6717.34,373.18555555555554,6717.34,6694.6377,High
13577.0,25,4,1687.6000000000001,421.90000000000003,1687.6000000000001,1685.4525000000012,High
13579.0,15,2,467.04,233.52,467.04,467.0424000000003,Mid-Low
13581.0,309,1,118.0,118.0,118.0,117.94020000000002,Low
13583.0,156,1,781.03,781.03,781.03,782.0671999999993,Mid-High
13584.0,307,1,142.4,142.4,142.4,142.4079999999998,Low
13587.0,64,1,712.4,712.4,712.4,712.3806,Mid-High
13588.0,16,9,2478.95,275.43888888888887,2478.95,2470.1552000000015,High
13589.0,15,2,379.65,189.825,379.65,379.7555000000006,Mid-Low
13590.0,11,6,1981.92,330.32,1981.92,1980.9152000000017,High
13591.0,65,3,1117.13,372.3766666666667,1117.13,1117.6118000000015,Mid-High
13592.0,36,4,247.95999999999998,61.989999999999995,247.95999999999998,241.53309999999965,Low
13593.0,108,5,2037.0800000000002,407.41600000000005,2037.0800000000002,2038.3895999999988,High
13594.0,53,1,396.97,396.97,396.97,396.33600000000047,Mid-Low
13596.0,6,2,697.04,348.52,697.04,696.9056000000005,Mid-High
13598.0,47,1,180.17000000000002,180.17000000000002,180.17000000000002,180.19649999999993,Low
13599.0,1,19,5153.67,271.2457894736842,5153.67,5286.837399999995,High
13600.0,312,1,219.52,219.52,219.52,219.32740000000027,Low
13601.0,45,2,693.32,346.66,693.32,693.5656000000002,Mid-High
13602.0,65,1,428.89,428.89,428.89,428.89999999999964,Mid-Low
13603.0,26,1,164.34,164.34,164.34,164.3243,Low
13606.0,29,3,280.53999999999996,93.51333333333332,280.53999999999996,281.43310000000037,Low
13607.0,40,1,678.01,678.01,678.01,678.1377000000003,Mid-High
13610.0,12,7,1131.88,161.69714285714286,1131.88,1139.2723000000015,Mid-High
13611.0,89,3,1171.8,390.59999999999997,1171.8,1171.0345000000016,Mid-High
13614.0,24,4,1610.46,402.615,1610.46,1610.8509000000008,Mid-High
13615.0,319,1,417.69,417.69,417.69,417.54069999999973,Mid-Low
13617.0,40,3,544.18,181.39333333333332,544.18,543.4183000000003,Mid-Low
13618.0,174,1,177.34,177.34,177.34,177.22300000000004,Low
13621.0,117,1,213.85,213.85,213.85,213.86799999999985,Low
13623.0,31,5,747.78,149.55599999999998,747.78,745.1165999999993,Mid-High
13626.0,253,1,257.23,257.23,257.23,257.3129999999998,Low
13627.0,59,5,1638.47,327.694,1638.47,1640.2864000000004,Mid-High
13629.0,23,11,7792.36,708.3963636363636,7792.36,8044.950799999996,High
13630.0,5,7,2031.78,290.2542857142857,2031.78,2040.3134000000002,High
13631.0,100,11,3070.42,279.1290909090909,3070.42,3048.1487000000016,High
13632.0,25,5,2121.27,424.254,2121.27,2119.8611999999976,High
13634.0,33,5,1575.16,315.03200000000004,1575.16,1572.1019000000013,Mid-High
13635.0,68,1,1071.03,1071.03,1071.03,1074.2850999999996,Mid-High
13636.0,37,5,949.12,189.824,949.12,952.7468999999994,Mid-High
13637.0,52,3,810.5,270.1666666666667,810.5,810.6406999999999,Mid-High
13638.0,16,1,122.64,122.64,122.64,122.77550000000012,Low
13639.0,74,1,1033.34,1033.34,1033.34,1031.4146999999978,Mid-High
13642.0,216,1,354.8,354.8,354.8,354.6455999999998,Mid-Low
13643.0,31,3,519.44,173.14666666666668,519.44,520.3738000000004,Mid-Low
13644.0,16,4,2624.26,656.065,2624.26,2604.621000000004,High
13645.0,120,1,252.1,252.1,252.1,252.06719999999973,Low
13647.0,10,4,1678.1200000000001,419.53000000000003,1678.1200000000001,1678.2988999999982,High
13649.0,257,2,346.6,173.3,346.6,346.9127999999995,Mid-Low
13650.0,17,5,1836.34,367.268,1836.34,1838.6219999999978,High
13651.0,35,2,94.2,47.1,94.2,93.05730000000001,Low
13652.0,46,3,1095.08,365.02666666666664,1095.08,1095.6909000000005,Mid-High
13654.0,43,6,2707.33,451.22166666666664,2707.33,2704.853299999997,High
13655.0,114,2,932.97,466.485,932.97,933.7086000000011,Mid-High
13656.0,165,2,379.65,189.825,379.65,379.68820000000045,Mid-Low
13657.0,11,2,382.14,191.07,382.14,382.26639999999986,Mid-Low
13658.0,10,5,2639.17,527.8340000000001,2639.17,2639.3899000000038,High
13659.0,206,2,1573.2,786.6,1573.2,1572.4806999999992,Mid-High
13662.0,86,3,897.76,299.25333333333333,897.76,898.3032999999991,Mid-High
13663.0,179,1,189.47,189.47,189.47,189.55609999999996,Low
13666.0,60,3,84.65,28.21666666666667,84.65,86.96299999999994,Low
13667.0,149,1,305.02,305.02,305.02,305.0912000000001,Low
13668.0,3,21,6363.59,303.02809523809526,6363.59,6422.760000000001,High
13669.0,51,2,218.55,109.275,218.55,218.20149999999975,Low
13670.0,75,1,349.7,349.7,349.7,349.6100000000003,Mid-Low
13672.0,301,2,186.39000000000001,93.19500000000001,186.39000000000001,186.51159999999985,Low
13673.0,19,2,396.92,198.46,396.92,397.04709999999926,Mid-Low
13675.0,151,2,486.82000000000005,243.41000000000003,486.82000000000005,486.5662,Mid-Low
13678.0,152,1,232.6,232.6,232.6,232.68369999999976,Low
13680.0,1,4,3722.42,930.605,3722.42,3801.1294,High
13681.0,18,4,827.83,206.9575,827.83,827.5449000000007,Mid-High
13682.0,187,1,59.5,59.5,59.5,59.46920000000001,Low
13684.0,286,1,67.23,67.23,67.23,67.43909999999987,Low
13685.0,3,7,3119.44,445.63428571428574,3119.44,3117.3534999999993,High
13686.0,183,1,72.0,72.0,72.0,71.70729999999995,Low
13689.0,63,1,910.0,910.0,910.0,911.0534999999996,Mid-High
13690.0,59,1,172.25,172.25,172.25,172.21939999999998,Low
13692.0,25,3,1488.32,496.1066666666666,1488.32,1489.2367000000022,Mid-High
13694.0,4,50,65039.62,1300.7924,65039.62,63231.836000000054,High
13695.0,31,15,2504.13,166.942,2504.13,2515.7879000000034,High
13697.0,39,1,151.29999999999998,151.29999999999998,151.29999999999998,151.29099999999994,Low
13699.0,155,1,308.58000000000004,308.58000000000004,308.58000000000004,308.58210000000037,Mid-Low
13700.0,26,10,2265.12,226.512,2265.12,2230.103900000003,High
13703.0,318,1,99.5,99.5,99.5,99.4859,Low
13704.0,5,9,2308.06,256.4511111111111,2308.06,2325.152799999998,High
13705.0,8,3,711.86,237.28666666666666,711.86,711.1137000000002,Mid-High
13706.0,303,1,330.79,330.79,330.79,330.8291000000006,Mid-Low
13707.0,267,2,806.41,403.205,806.41,806.018600000001,Mid-High
13708.0,271,1,296.88,296.88,296.88,296.80819999999983,Low
13709.0,4,13,6328.05,486.7730769230769,6328.05,6378.134200000003,High
13710.0,32,1,180.48,180.48,180.48,180.4577999999998,Low
13711.0,219,2,252.06,126.03,252.06,252.04030000000006,Low
13712.0,247,1,228.84,228.84,228.84,228.95500000000015,Low
13715.0,281,5,1079.34,215.868,1079.34,1081.0810999999992,Mid-High
13716.0,269,1,138.28,138.28,138.28,138.29420000000005,Low
13717.0,32,6,1445.01,240.835,1445.01,1452.3557999999998,Mid-High
13718.0,246,2,306.55,153.275,306.55,306.7526999999998,Low
13719.0,15,5,1041.68,208.336,1041.68,1042.1249999999986,Mid-High
13720.0,117,4,799.9,199.975,799.9,802.0007,Mid-High
13721.0,36,1,524.14,524.14,524.14,525.0694000000002,Mid-Low
13722.0,132,3,2375.41,791.8033333333333,2375.41,2371.892300000001,High
13723.0,217,1,199.85000000000002,199.85000000000002,199.85000000000002,199.94119999999978,Low
13725.0,50,8,1980.56,247.57,1980.56,1981.3947999999996,High
13726.0,39,2,1079.6599999999999,539.8299999999999,1079.6599999999999,1081.1108000000008,Mid-High
13727.0,29,2,333.48,166.74,333.48,333.6491999999999,Mid-Low
13728.0,37,6,1016.14,169.35666666666665,1016.14,1016.2162000000011,Mid-High
13730.0,136,2,752.6,376.3,752.6,751.9191999999998,Mid-High
13731.0,219,2,610.59,305.295,610.59,610.6982999999987,Mid-Low
13732.0,28,1,491.86,491.86,491.86,491.99590000000023,Mid-Low
13735.0,25,4,2885.2400000000002,721.3100000000001,2885.2400000000002,2884.537699999997,High
13736.0,5,2,731.9,365.95,731.9,731.2270000000007,Mid-High
13737.0,200,1,339.59999999999997,339.59999999999997,339.59999999999997,339.5306999999995,Mid-Low
13739.0,18,1,216.9,216.9,216.9,216.87780000000004,Low
13740.0,241,1,350.75,350.75,350.75,350.88910000000004,Mid-Low
13741.0,72,3,668.4300000000001,222.81000000000003,668.4300000000001,667.5963,Mid-Low
13742.0,17,12,3131.02,260.91833333333335,3131.02,3073.183200000001,High
13743.0,3,7,1341.6,191.65714285714284,1341.6,1338.6177000000016,Mid-High
13744.0,95,2,1156.36,578.18,1156.36,1153.8615,Mid-High
13745.0,162,1,300.04,300.04,300.04,300.0454000000004,Low
13747.0,374,1,79.6,79.6,79.6,79.31639999999989,Low
13748.0,96,4,948.25,237.0625,948.25,948.0600999999999,Mid-High
13750.0,54,5,1647.26,329.452,1647.26,1643.789,Mid-High
13751.0,288,1,296.25,296.25,296.25,296.6028999999997,Low
13752.0,124,6,1186.28,197.71333333333334,1186.28,1194.8891000000006,Mid-High
13753.0,288,1,741.26,741.26,741.26,741.4829999999998,Mid-High
13754.0,152,2,282.59999999999997,141.29999999999998,282.59999999999997,283.1451000000001,Low
13755.0,4,9,2161.35,240.14999999999998,2161.35,2138.452700000002,High
13756.0,2,14,5189.52,370.68,5189.52,5130.089100000005,High
13758.0,12,7,3190.55,455.79285714285714,3190.55,3200.8665000000024,High
13759.0,33,2,659.4100000000001,329.70500000000004,659.4100000000001,659.4437000000005,Mid-Low
13760.0,54,2,286.79,143.395,286.79,286.8906000000004,Low
13761.0,50,2,1070.65,535.325,1070.65,1067.265699999999,Mid-High
13762.0,219,1,306.72,306.72,306.72,306.8026000000002,Low
13763.0,63,1,1714.96,1714.96,1714.96,1699.3047000000024,High
13764.0,71,3,1521.76,507.25333333333333,1521.76,1519.431599999999,Mid-High
13767.0,2,36,17220.36,478.34333333333336,17220.36,16336.97080000002,High
13769.0,2,10,2796.51,279.651,2796.51,2758.1677000000013,High
13771.0,64,4,2634.45,658.6125,2634.45,2593.3883000000033,High
13772.0,34,3,1132.13,377.3766666666667,1132.13,1130.8015999999996,Mid-High
13774.0,82,1,345.0,345.0,345.0,344.93420000000015,Mid-Low
13777.0,1,32,25977.16,811.78625,25977.16,25100.859899999992,High
13778.0,103,1,178.7,178.7,178.7,178.77280000000027,Low
13780.0,7,2,360.01,180.005,360.01,359.50760000000014,Mid-Low
13781.0,251,1,127.84,127.84,127.84,127.66550000000014,Low
13782.0,13,6,912.0,152.0,912.0,910.8888999999998,Mid-High
13784.0,10,11,2462.79,223.89,2462.79,2478.4928000000027,High
13786.0,367,1,230.39999999999998,230.39999999999998,230.39999999999998,230.5305,Low
13787.0,76,2,309.04,154.52,309.04,309.3002000000004,Mid-Low
13790.0,4,1,348.8,348.8,348.8,348.8655999999999,Mid-Low
13791.0,128,2,1516.0,758.0,1516.0,1516.1722999999995,Mid-High
13792.0,66,2,195.55,97.775,195.55,195.3617999999998,Low
13798.0,1,57,37153.85,651.8219298245614,37153.85,44751.65510000002,High
13799.0,117,2,688.86,344.43,688.86,688.6311000000006,Mid-High
13800.0,310,1,558.32,558.32,558.32,558.7134000000001,Mid-Low
13801.0,67,1,324.8,324.8,324.8,324.83639999999997,Mid-Low
13802.0,139,3,4599.42,1533.14,4599.42,5093.174700000004,High
13803.0,255,1,277.07,277.07,277.07,277.1333999999997,Low
13804.0,31,7,2635.79,376.5414285714286,2635.79,2645.558100000003,High
13805.0,52,2,924.6,462.3,924.6,923.9093000000008,Mid-High
13806.0,64,1,256.38,256.38,256.38,256.4280000000001,Low
13807.0,367,1,112.6,112.6,112.6,112.56860000000013,Low
13808.0,6,5,1747.66,349.53200000000004,1747.66,1746.1394000000018,High
13809.0,305,1,155.05,155.05,155.05,155.03219999999982,Low
13810.0,29,3,1499.01,499.67,1499.01,1498.3136000000002,Mid-High
13811.0,184,3,814.5,271.5,814.5,814.8394000000003,Mid-High
13812.0,42,3,539.0,179.66666666666666,539.0,538.8501000000001,Mid-Low
13813.0,40,4,1366.8600000000001,341.71500000000003,1366.8600000000001,1366.4423000000006,Mid-High
13814.0,92,2,1579.12,789.56,1579.12,1581.3272999999983,Mid-High
13815.0,22,4,4027.36,1006.84,4027.36,4059.053799999994,High
13816.0,24,2,571.6700000000001,285.83500000000004,571.6700000000001,571.7080999999991,Mid-Low
13817.0,29,2,382.98,191.49,382.98,382.9796,Mid-Low
13819.0,302,3,1140.35,380.1166666666666,1140.35,1140.665700000001,Mid-High
13821.0,145,2,385.64,192.82,385.64,385.55439999999976,Mid-Low
13822.0,6,2,632.0,316.0,632.0,631.9313999999999,Mid-Low
13823.0,19,2,957.66,478.83,957.66,956.963200000001,Mid-High
13824.0,33,5,1698.94,339.788,1698.94,1711.100600000001,High
13826.0,176,1,189.5,189.5,189.5,189.55609999999996,Low
13827.0,58,3,412.05,137.35,412.05,412.3113000000002,Mid-Low
13828.0,22,1,209.49,209.49,209.49,209.33190000000005,Low
13831.0,16,6,2202.99,367.16499999999996,2202.99,2203.9321999999975,High
13832.0,19,1,52.199999999999996,52.199999999999996,52.199999999999996,52.113199999999935,Low
13833.0,159,1,384.8,384.8,384.8,384.44810000000007,Mid-Low
13835.0,25,4,834.57,208.6425,834.57,834.2315000000008,Mid-High
13837.0,212,2,271.24,135.62,271.24,271.2721000000005,Low
13838.0,6,4,691.73,172.9325,691.73,692.1830000000004,Mid-High
13841.0,253,1,85.0,85.0,85.0,84.99350000000003,Low
13842.0,59,9,3385.62,376.18,3385.62,3353.1693999999975,High
13844.0,11,1,361.62,361.62,361.62,361.3148000000003,Mid-Low
13845.0,65,1,312.98,312.98,312.98,313.14969999999977,Mid-Low
13846.0,25,3,865.0600000000001,288.35333333333335,865.0600000000001,860.2753000000005,Mid-High
13848.0,92,3,1255.0,418.3333333333333,1255.0,1256.0806000000002,Mid-High
13849.0,52,2,1537.95,768.975,1537.95,1534.5964999999987,Mid-High
13850.0,129,1,1595.48,1595.48,1595.48,1595.006100000001,Mid-High
13851.0,96,3,2651.46,883.82,2651.46,2647.5577999999973,High
13853.0,57,1,1090.14,1090.14,1090.14,1092.5938999999996,Mid-High
13854.0,9,25,8109.5199999999995,324.38079999999997,8109.5199999999995,8143.1747000000005,High
13856.0,169,3,388.5,129.5,388.5,388.62190000000004,Mid-Low
13858.0,57,1,216.17,216.17,216.17,216.09039999999993,Low
13859.0,326,1,201.16,201.16,201.16,201.15479999999997,Low
13860.0,1,4,1245.9,311.475,1245.9,1245.3261999999986,Mid-High
13862.0,18,8,2209.36,276.17,2209.36,2192.679499999997,High
13863.0,248,1,305.78,305.78,305.78,305.7227999999998,Low
13865.0,58,4,501.56,125.39,501.56,503.4163999999997,Mid-Low
13866.0,74,1,145.67000000000002,145.67000000000002,145.67000000000002,145.5220000000001,Low
13867.0,31,3,1015.29,338.43,1015.29,1013.7285999999992,Mid-High
13868.0,7,2,3192.54,1596.27,3192.54,3223.2139199999974,High
13869.0,123,4,3104.95,776.2375,3104.95,3099.4131000000034,High
13870.0,2,8,2770.94,346.3675,2770.94,2771.319900000002,High
13871.0,23,12,6403.25,533.6041666666666,6403.25,6284.2748,High
13873.0,120,3,389.6,129.86666666666667,389.6,389.1251,Mid-Low
13874.0,358,1,540.45,540.45,540.45,539.4261999999994,Mid-Low
13875.0,54,5,1786.79,357.358,1786.79,1791.9691000000007,High
13876.0,64,1,122.7,122.7,122.7,122.69350000000013,Low
13877.0,86,1,117.24,117.24,117.24,117.41809999999985,Low
13878.0,55,1,1281.53,1281.53,1281.53,1278.6693999999995,Mid-High
13880.0,21,13,3219.77,247.67461538461538,3219.77,3264.1433000000006,High
13881.0,4,20,17159.52,857.976,17159.52,17507.609700000015,High
13882.0,3,5,1191.13,238.22600000000003,1191.13,1191.2282000000012,Mid-High
13883.0,11,5,2674.48,534.896,2674.48,2663.9378000000033,High
13884.0,7,5,787.6,157.52,787.6,789.0927000000001,Mid-High
13885.0,189,2,506.8,253.4,506.8,507.4749000000006,Mid-Low
13886.0,71,1,243.56,243.56,243.56,243.58200000000008,Low
13887.0,204,1,349.55,349.55,349.55,349.5691999999999,Mid-Low
13888.0,120,2,605.63,302.815,605.63,605.4701999999997,Mid-Low
13889.0,93,1,416.90000000000003,416.90000000000003,416.90000000000003,416.99590000000046,Mid-Low
13890.0,1,10,1883.8100000000002,188.38100000000003,1883.8100000000002,1848.9345999999991,High
13892.0,27,4,632.97,158.2425,632.97,630.6141000000002,Mid-Low
13893.0,298,1,821.1,821.1,821.1,824.1498999999998,Mid-High
